maintenance_id,equipment_id,worker_id,type,description,status,scheduled_date,completed_date
MNT-4181,EQ-CR-5,W-22,EMERGENCY,Standard checks on Control Room Hub Extractor Fan 5.,COMPLETED,2026-07-02T23:36:13.789862,2026-07-03T01:36:13.789862
MNT-4182,EQ-GS-5,W-204,CORRECTIVE,Standard checks on Gas Storage Facility Valve Block 5.,COMPLETED,2026-07-08T05:01:13.789862,2026-07-08T08:01:13.789862
MNT-4183,EQ-CS-2,W-213,CORRECTIVE,Standard checks on Compressor Station Compressor 2.,OVERDUE,2026-07-06T22:26:13.789862,
MNT-4184,EQ-WH-6,W-84,CORRECTIVE,Standard checks on Warehouse Logistics Steam Boiler 6.,SCHEDULED,2026-07-01T20:06:13.789862,
MNT-4185,EQ-COB-5,W-139,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,OVERDUE,2026-07-09T00:31:13.789862,
MNT-4186,EQ-WH-3,W-25,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,OVERDUE,2026-07-07T07:16:13.789862,
MNT-4187,EQ-BH-1,W-67,EMERGENCY,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-09T20:11:13.789862,
MNT-4188,EQ-BF-5,W-53,PREVENTIVE,Standard checks on Blast Furnace Turbine Generator 5.,SCHEDULED,2026-07-05T21:01:13.789862,
MNT-4189,EQ-MW-1,W-157,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 1.,OVERDUE,2026-07-10T22:26:13.789862,
MNT-4190,EQ-CS-5,W-84,CORRECTIVE,Standard checks on Compressor Station Extractor Fan 5.,OVERDUE,2026-07-02T02:26:13.789862,
MNT-4191,EQ-UA-2,W-233,CORRECTIVE,Standard checks on Utilities Area Turbine Generator 2.,SCHEDULED,2026-07-02T01:46:13.789862,
MNT-4192,EQ-UA-4,W-105,EMERGENCY,Standard checks on Utilities Area Steam Boiler 4.,SCHEDULED,2026-07-07T15:31:13.789862,
MNT-4193,EQ-UA-4,W-243,CORRECTIVE,Standard checks on Utilities Area Steam Boiler 4.,OVERDUE,2026-07-05T02:21:13.789862,
MNT-4194,EQ-BH-2,W-12,EMERGENCY,Standard checks on Boiler House Preheater 2.,SCHEDULED,2026-07-03T18:21:13.789862,
MNT-4195,EQ-CR-4,W-68,CORRECTIVE,Standard checks on Control Room Hub Valve Block 4.,SCHEDULED,2026-07-04T08:46:13.789862,
MNT-4196,EQ-COB-5,W-121,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,SCHEDULED,2026-07-09T11:21:13.789862,
MNT-4197,EQ-CR-4,W-85,PREVENTIVE,Standard checks on Control Room Hub Valve Block 4.,COMPLETED,2026-07-08T04:11:13.789862,2026-07-08T07:11:13.789862
MNT-4198,EQ-CR-1,W-34,EMERGENCY,Standard checks on Control Room Hub Preheater 1.,COMPLETED,2026-07-06T12:51:13.789862,2026-07-06T14:51:13.789862
MNT-4199,EQ-BH-3,W-224,EMERGENCY,Standard checks on Boiler House Valve Block 3.,OVERDUE,2026-07-08T19:31:13.789862,
MNT-4200,EQ-BF-5,W-194,EMERGENCY,Standard checks on Blast Furnace Turbine Generator 5.,OVERDUE,2026-07-07T04:31:13.789862,
MNT-4201,EQ-UA-4,W-19,PREVENTIVE,Standard checks on Utilities Area Steam Boiler 4.,OVERDUE,2026-07-10T18:51:13.789862,
MNT-4202,EQ-CS-5,W-166,PREVENTIVE,Standard checks on Compressor Station Extractor Fan 5.,SCHEDULED,2026-07-05T22:11:13.789862,
MNT-4203,EQ-UA-2,W-192,PREVENTIVE,Standard checks on Utilities Area Turbine Generator 2.,SCHEDULED,2026-07-07T15:01:13.789862,
MNT-4204,EQ-WH-2,W-99,EMERGENCY,Standard checks on Warehouse Logistics Compressor 2.,OVERDUE,2026-07-04T14:56:13.789862,
MNT-4205,EQ-BH-5,W-57,PREVENTIVE,Standard checks on Boiler House Extractor Fan 5.,SCHEDULED,2026-07-02T02:31:13.789862,
MNT-4206,EQ-COB-2,W-198,EMERGENCY,Standard checks on Coke Oven Battery Steam Boiler 2.,COMPLETED,2026-07-02T23:11:13.789862,2026-07-03T03:11:13.789862
MNT-4207,EQ-RMH-3,W-97,PREVENTIVE,Standard checks on Raw Material Handling Storage Tank 3.,OVERDUE,2026-07-10T09:16:13.789862,
MNT-4208,EQ-UA-5,W-157,CORRECTIVE,Standard checks on Utilities Area Extractor Fan 5.,COMPLETED,2026-07-11T01:26:13.789862,2026-07-11T02:26:13.789862
MNT-4209,EQ-WH-1,W-236,PREVENTIVE,Standard checks on Warehouse Logistics Storage Tank 1.,OVERDUE,2026-07-09T00:01:13.789862,
MNT-4210,EQ-CR-5,W-223,CORRECTIVE,Standard checks on Control Room Hub Extractor Fan 5.,OVERDUE,2026-07-08T19:11:13.789862,
MNT-4211,EQ-CS-5,W-97,CORRECTIVE,Standard checks on Compressor Station Extractor Fan 5.,COMPLETED,2026-07-08T14:06:13.789862,2026-07-08T16:06:13.789862
MNT-4212,EQ-BH-3,W-107,EMERGENCY,Standard checks on Boiler House Valve Block 3.,COMPLETED,2026-07-03T22:06:13.789862,2026-07-04T00:06:13.789862
MNT-4213,EQ-MW-5,W-56,EMERGENCY,Standard checks on Maintenance Workshop Storage Tank 5.,OVERDUE,2026-07-05T10:41:13.789862,
MNT-4214,EQ-BH-1,W-55,CORRECTIVE,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-10T18:41:13.789862,
MNT-4215,EQ-MW-3,W-131,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 3.,OVERDUE,2026-07-10T08:06:13.789862,
MNT-4216,EQ-UA-1,W-184,EMERGENCY,Standard checks on Utilities Area Conveyor Belt 1.,COMPLETED,2026-07-05T07:31:13.789862,2026-07-05T08:31:13.789862
MNT-4217,EQ-COB-5,W-173,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-03T23:26:13.789862,2026-07-04T01:26:13.789862
MNT-4218,EQ-MW-6,W-174,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 6.,COMPLETED,2026-07-07T20:01:13.789862,2026-07-08T00:01:13.789862
MNT-4219,EQ-UA-7,W-191,PREVENTIVE,Standard checks on Utilities Area Steam Boiler 7.,OVERDUE,2026-07-02T12:21:13.789862,
MNT-4220,EQ-UA-7,W-32,CORRECTIVE,Standard checks on Utilities Area Steam Boiler 7.,OVERDUE,2026-07-08T04:26:13.789862,
MNT-4221,EQ-CR-2,W-92,CORRECTIVE,Standard checks on Control Room Hub Turbine Generator 2.,OVERDUE,2026-07-08T09:26:13.789862,
MNT-4222,EQ-BF-5,W-173,PREVENTIVE,Standard checks on Blast Furnace Turbine Generator 5.,COMPLETED,2026-07-07T17:11:13.789862,2026-07-07T21:11:13.789862
MNT-4223,EQ-MW-3,W-114,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 3.,OVERDUE,2026-07-09T11:46:13.789862,
MNT-4224,EQ-COB-3,W-131,EMERGENCY,Standard checks on Coke Oven Battery Compressor 3.,SCHEDULED,2026-07-10T13:41:13.789862,
MNT-4225,EQ-CS-3,W-209,CORRECTIVE,Standard checks on Compressor Station Valve Block 3.,OVERDUE,2026-07-08T21:21:13.789862,
MNT-4226,EQ-UA-3,W-220,CORRECTIVE,Standard checks on Utilities Area Compressor 3.,SCHEDULED,2026-07-07T03:51:13.789862,
MNT-4227,EQ-WH-3,W-74,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,COMPLETED,2026-07-11T01:56:13.789862,2026-07-11T04:56:13.789862
MNT-4228,EQ-WH-5,W-86,CORRECTIVE,Standard checks on Warehouse Logistics Valve Block 5.,SCHEDULED,2026-07-03T19:16:13.789862,
MNT-4229,EQ-CR-1,W-49,CORRECTIVE,Standard checks on Control Room Hub Preheater 1.,SCHEDULED,2026-07-08T04:21:13.789862,
MNT-4230,EQ-UA-4,W-65,CORRECTIVE,Standard checks on Utilities Area Steam Boiler 4.,COMPLETED,2026-07-02T05:26:13.789862,2026-07-02T09:26:13.789862
MNT-4231,EQ-CS-1,W-108,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 1.,OVERDUE,2026-07-09T18:21:13.789862,
MNT-4232,EQ-COB-2,W-68,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,COMPLETED,2026-07-03T23:21:13.789862,2026-07-04T03:21:13.789862
MNT-4233,EQ-CS-1,W-91,EMERGENCY,Standard checks on Compressor Station Turbine Generator 1.,OVERDUE,2026-07-02T23:31:13.789862,
MNT-4234,EQ-MW-6,W-90,PREVENTIVE,Standard checks on Maintenance Workshop Valve Block 6.,OVERDUE,2026-07-04T16:16:13.789862,
MNT-4235,EQ-COB-5,W-82,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-08T12:51:13.789862,2026-07-08T14:51:13.789862
MNT-4236,EQ-RMH-6,W-151,EMERGENCY,Standard checks on Raw Material Handling Preheater 6.,COMPLETED,2026-07-02T15:56:13.789862,2026-07-02T16:56:13.789862
MNT-4237,EQ-CR-1,W-72,CORRECTIVE,Standard checks on Control Room Hub Preheater 1.,OVERDUE,2026-07-02T07:31:13.789862,
MNT-4238,EQ-MW-3,W-92,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 3.,COMPLETED,2026-07-09T00:51:13.789862,2026-07-09T02:51:13.789862
MNT-4239,EQ-BH-1,W-185,PREVENTIVE,Standard checks on Boiler House Storage Tank 1.,OVERDUE,2026-07-05T13:56:13.789862,
MNT-4240,EQ-CS-5,W-246,EMERGENCY,Standard checks on Compressor Station Extractor Fan 5.,SCHEDULED,2026-07-06T13:56:13.789862,
MNT-4241,EQ-MW-5,W-94,PREVENTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,OVERDUE,2026-07-05T08:01:13.789862,
MNT-4242,EQ-CR-5,W-52,CORRECTIVE,Standard checks on Control Room Hub Extractor Fan 5.,COMPLETED,2026-07-11T11:06:13.789862,2026-07-11T15:06:13.789862
MNT-4243,EQ-COB-3,W-162,PREVENTIVE,Standard checks on Coke Oven Battery Compressor 3.,SCHEDULED,2026-07-11T13:21:13.789862,
MNT-4244,EQ-CR-2,W-246,CORRECTIVE,Standard checks on Control Room Hub Turbine Generator 2.,OVERDUE,2026-07-02T08:36:13.789862,
MNT-4245,EQ-COB-2,W-219,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,SCHEDULED,2026-07-09T22:51:13.789862,
MNT-4246,EQ-COB-5,W-16,EMERGENCY,Standard checks on Coke Oven Battery Steam Boiler 5.,OVERDUE,2026-07-05T07:51:13.789862,
MNT-4247,EQ-UA-2,W-171,PREVENTIVE,Standard checks on Utilities Area Turbine Generator 2.,OVERDUE,2026-07-06T23:31:13.789862,
MNT-4248,EQ-COB-6,W-154,EMERGENCY,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-11T15:21:13.789862,
MNT-4249,EQ-RMH-3,W-152,PREVENTIVE,Standard checks on Raw Material Handling Storage Tank 3.,OVERDUE,2026-07-07T12:16:13.789862,
MNT-4250,EQ-COB-6,W-141,CORRECTIVE,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-03T06:46:13.789862,
MNT-4251,EQ-CS-4,W-56,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 4.,OVERDUE,2026-07-08T04:56:13.789862,
MNT-4252,EQ-MW-5,W-20,CORRECTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,SCHEDULED,2026-07-06T06:31:13.789862,
MNT-4253,EQ-CS-2,W-115,EMERGENCY,Standard checks on Compressor Station Compressor 2.,COMPLETED,2026-07-07T21:11:13.789862,2026-07-08T01:11:13.789862
MNT-4254,EQ-CS-3,W-172,EMERGENCY,Standard checks on Compressor Station Valve Block 3.,OVERDUE,2026-07-01T20:06:13.789862,
MNT-4255,EQ-CS-1,W-188,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 1.,OVERDUE,2026-07-10T03:16:13.789862,
MNT-4256,EQ-WH-2,W-167,PREVENTIVE,Standard checks on Warehouse Logistics Compressor 2.,SCHEDULED,2026-07-07T06:56:13.789862,
MNT-4257,EQ-WH-5,W-158,CORRECTIVE,Standard checks on Warehouse Logistics Valve Block 5.,SCHEDULED,2026-07-02T01:26:13.789862,
MNT-4258,EQ-WH-5,W-35,CORRECTIVE,Standard checks on Warehouse Logistics Valve Block 5.,OVERDUE,2026-07-07T01:56:13.789862,
MNT-4259,EQ-RMH-5,W-151,CORRECTIVE,Standard checks on Raw Material Handling Steam Boiler 5.,COMPLETED,2026-07-07T04:01:13.789862,2026-07-07T05:01:13.789862
MNT-4260,EQ-WH-5,W-43,PREVENTIVE,Standard checks on Warehouse Logistics Valve Block 5.,SCHEDULED,2026-07-05T03:31:13.789862,
MNT-4261,EQ-COB-1,W-187,EMERGENCY,Standard checks on Coke Oven Battery Compressor 1.,SCHEDULED,2026-07-04T09:41:13.789862,
MNT-4262,EQ-BF-5,W-128,PREVENTIVE,Standard checks on Blast Furnace Turbine Generator 5.,OVERDUE,2026-07-07T20:21:13.789862,
MNT-4263,EQ-BH-3,W-72,PREVENTIVE,Standard checks on Boiler House Valve Block 3.,SCHEDULED,2026-07-08T16:16:13.789862,
MNT-4264,EQ-RMH-6,W-137,PREVENTIVE,Standard checks on Raw Material Handling Preheater 6.,COMPLETED,2026-07-07T20:11:13.789862,2026-07-07T22:11:13.789862
MNT-4265,EQ-GS-5,W-15,PREVENTIVE,Standard checks on Gas Storage Facility Valve Block 5.,COMPLETED,2026-07-06T21:06:13.789862,2026-07-06T23:06:13.789862
MNT-4266,EQ-RMH-1,W-100,CORRECTIVE,Standard checks on Raw Material Handling Storage Tank 1.,COMPLETED,2026-07-07T04:26:13.789862,2026-07-07T07:26:13.789862
MNT-4267,EQ-BH-2,W-116,CORRECTIVE,Standard checks on Boiler House Preheater 2.,COMPLETED,2026-07-05T07:11:13.789862,2026-07-05T08:11:13.789862
MNT-4268,EQ-CS-1,W-188,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 1.,OVERDUE,2026-07-08T22:51:13.789862,
MNT-4269,EQ-GS-5,W-117,PREVENTIVE,Standard checks on Gas Storage Facility Valve Block 5.,OVERDUE,2026-07-06T02:11:13.789862,
MNT-4270,EQ-COB-1,W-49,CORRECTIVE,Standard checks on Coke Oven Battery Compressor 1.,SCHEDULED,2026-07-06T11:46:13.789862,
MNT-4271,EQ-BH-1,W-27,EMERGENCY,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-02T01:46:13.789862,
MNT-4272,EQ-BF-4,W-235,CORRECTIVE,Standard checks on Blast Furnace Conveyor Belt 4.,SCHEDULED,2026-07-05T01:11:13.789862,
MNT-4273,EQ-WH-1,W-58,CORRECTIVE,Standard checks on Warehouse Logistics Storage Tank 1.,COMPLETED,2026-07-06T22:01:13.789862,2026-07-07T02:01:13.789862
MNT-4274,EQ-BH-2,W-237,CORRECTIVE,Standard checks on Boiler House Preheater 2.,OVERDUE,2026-07-08T21:41:13.789862,
MNT-4275,EQ-COB-7,W-53,PREVENTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,COMPLETED,2026-07-03T02:51:13.789862,2026-07-03T05:51:13.789862
MNT-4276,EQ-CS-4,W-173,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 4.,COMPLETED,2026-07-04T12:11:13.789862,2026-07-04T14:11:13.789862
MNT-4277,EQ-CS-4,W-96,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 4.,OVERDUE,2026-07-04T14:51:13.789862,
MNT-4278,EQ-UA-3,W-82,PREVENTIVE,Standard checks on Utilities Area Compressor 3.,COMPLETED,2026-07-09T10:31:13.789862,2026-07-09T13:31:13.789862
MNT-4279,EQ-RMH-6,W-240,CORRECTIVE,Standard checks on Raw Material Handling Preheater 6.,SCHEDULED,2026-07-09T08:01:13.789862,
MNT-4280,EQ-RMH-7,W-43,EMERGENCY,Standard checks on Raw Material Handling Turbine Generator 7.,COMPLETED,2026-07-11T16:51:13.789862,2026-07-11T20:51:13.789862
MNT-4281,EQ-RMH-5,W-84,EMERGENCY,Standard checks on Raw Material Handling Steam Boiler 5.,SCHEDULED,2026-07-06T17:21:13.789862,
MNT-4282,EQ-COB-4,W-208,CORRECTIVE,Standard checks on Coke Oven Battery Extractor Fan 4.,SCHEDULED,2026-07-10T01:06:13.789862,
MNT-4283,EQ-WH-5,W-227,EMERGENCY,Standard checks on Warehouse Logistics Valve Block 5.,COMPLETED,2026-07-11T11:16:13.789862,2026-07-11T13:16:13.789862
MNT-4284,EQ-MW-2,W-85,PREVENTIVE,Standard checks on Maintenance Workshop Conveyor Belt 2.,SCHEDULED,2026-07-06T23:16:13.789862,
MNT-4285,EQ-MW-2,W-118,PREVENTIVE,Standard checks on Maintenance Workshop Conveyor Belt 2.,SCHEDULED,2026-07-06T17:51:13.789862,
MNT-4286,EQ-GS-2,W-138,CORRECTIVE,Standard checks on Gas Storage Facility Conveyor Belt 2.,COMPLETED,2026-07-04T18:11:13.789862,2026-07-04T20:11:13.789862
MNT-4287,EQ-RMH-1,W-196,EMERGENCY,Standard checks on Raw Material Handling Storage Tank 1.,COMPLETED,2026-07-09T23:16:13.789862,2026-07-10T00:16:13.789862
MNT-4288,EQ-COB-4,W-51,CORRECTIVE,Standard checks on Coke Oven Battery Extractor Fan 4.,COMPLETED,2026-07-09T09:56:13.789862,2026-07-09T12:56:13.789862
MNT-4289,EQ-GS-1,W-67,EMERGENCY,Standard checks on Gas Storage Facility Compressor 1.,SCHEDULED,2026-07-03T15:26:13.789862,
MNT-4290,EQ-UA-6,W-45,EMERGENCY,Standard checks on Utilities Area Extractor Fan 6.,COMPLETED,2026-07-06T06:26:13.789862,2026-07-06T07:26:13.789862
MNT-4291,EQ-RMH-5,W-225,CORRECTIVE,Standard checks on Raw Material Handling Steam Boiler 5.,SCHEDULED,2026-07-07T02:21:13.789862,
MNT-4292,EQ-UA-1,W-216,PREVENTIVE,Standard checks on Utilities Area Conveyor Belt 1.,COMPLETED,2026-07-05T06:41:13.789862,2026-07-05T07:41:13.789862
MNT-4293,EQ-COB-5,W-132,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-06T07:21:13.789862,2026-07-06T11:21:13.789862
MNT-4294,EQ-BH-1,W-24,EMERGENCY,Standard checks on Boiler House Storage Tank 1.,OVERDUE,2026-07-03T01:46:13.789862,
MNT-4295,EQ-MW-3,W-23,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 3.,COMPLETED,2026-07-04T15:11:13.789862,2026-07-04T16:11:13.789862
MNT-4296,EQ-CR-3,W-165,PREVENTIVE,Standard checks on Control Room Hub Compressor 3.,OVERDUE,2026-07-06T21:41:13.789862,
MNT-4297,EQ-CR-1,W-14,PREVENTIVE,Standard checks on Control Room Hub Preheater 1.,OVERDUE,2026-07-02T17:31:13.789862,
MNT-4298,EQ-COB-3,W-49,CORRECTIVE,Standard checks on Coke Oven Battery Compressor 3.,OVERDUE,2026-07-02T16:11:13.789862,
MNT-4299,EQ-COB-1,W-116,PREVENTIVE,Standard checks on Coke Oven Battery Compressor 1.,SCHEDULED,2026-07-08T02:36:13.789862,
MNT-4300,EQ-WH-2,W-183,CORRECTIVE,Standard checks on Warehouse Logistics Compressor 2.,COMPLETED,2026-07-03T06:06:13.789862,2026-07-03T10:06:13.789862
MNT-4301,EQ-RMH-6,W-141,CORRECTIVE,Standard checks on Raw Material Handling Preheater 6.,SCHEDULED,2026-07-06T03:31:13.789862,
MNT-4302,EQ-BH-3,W-117,EMERGENCY,Standard checks on Boiler House Valve Block 3.,SCHEDULED,2026-07-07T14:56:13.789862,
MNT-4303,EQ-MW-5,W-61,CORRECTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,OVERDUE,2026-07-06T04:21:13.789862,
MNT-4304,EQ-BF-1,W-201,PREVENTIVE,Standard checks on Blast Furnace Valve Block 1.,SCHEDULED,2026-07-09T18:41:13.789862,
MNT-4305,EQ-RMH-5,W-152,EMERGENCY,Standard checks on Raw Material Handling Steam Boiler 5.,COMPLETED,2026-07-03T05:36:13.789862,2026-07-03T09:36:13.789862
MNT-4306,EQ-CR-1,W-232,CORRECTIVE,Standard checks on Control Room Hub Preheater 1.,OVERDUE,2026-07-10T08:11:13.789862,
MNT-4307,EQ-BF-3,W-15,EMERGENCY,Standard checks on Blast Furnace Valve Block 3.,OVERDUE,2026-07-07T18:21:13.789862,
MNT-4308,EQ-COB-6,W-240,PREVENTIVE,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-10T15:01:13.789862,
MNT-4309,EQ-COB-2,W-108,EMERGENCY,Standard checks on Coke Oven Battery Steam Boiler 2.,SCHEDULED,2026-07-03T07:46:13.789862,
MNT-4310,EQ-MW-2,W-165,EMERGENCY,Standard checks on Maintenance Workshop Conveyor Belt 2.,SCHEDULED,2026-07-07T05:56:13.789862,
MNT-4311,EQ-COB-6,W-5,EMERGENCY,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-02T16:11:13.789862,
MNT-4312,EQ-CS-5,W-163,PREVENTIVE,Standard checks on Compressor Station Extractor Fan 5.,COMPLETED,2026-07-03T17:16:13.789862,2026-07-03T20:16:13.789862
MNT-4313,EQ-UA-5,W-190,EMERGENCY,Standard checks on Utilities Area Extractor Fan 5.,OVERDUE,2026-07-03T14:11:13.789862,
MNT-4314,EQ-BF-3,W-107,EMERGENCY,Standard checks on Blast Furnace Valve Block 3.,COMPLETED,2026-07-08T23:56:13.789862,2026-07-09T01:56:13.789862
MNT-4315,EQ-COB-6,W-163,EMERGENCY,Standard checks on Coke Oven Battery Valve Block 6.,OVERDUE,2026-07-08T22:26:13.789862,
MNT-4316,EQ-MW-3,W-44,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 3.,OVERDUE,2026-07-11T02:01:13.789862,
MNT-4317,EQ-RMH-3,W-200,EMERGENCY,Standard checks on Raw Material Handling Storage Tank 3.,COMPLETED,2026-07-07T06:16:13.789862,2026-07-07T07:16:13.789862
MNT-4318,EQ-GS-1,W-162,EMERGENCY,Standard checks on Gas Storage Facility Compressor 1.,OVERDUE,2026-07-05T16:31:13.789862,
MNT-4319,EQ-UA-5,W-239,PREVENTIVE,Standard checks on Utilities Area Extractor Fan 5.,SCHEDULED,2026-07-03T01:31:13.789862,
MNT-4320,EQ-COB-1,W-89,EMERGENCY,Standard checks on Coke Oven Battery Compressor 1.,COMPLETED,2026-07-09T22:11:13.789862,2026-07-10T00:11:13.789862
MNT-4321,EQ-UA-5,W-163,CORRECTIVE,Standard checks on Utilities Area Extractor Fan 5.,SCHEDULED,2026-07-10T20:16:13.789862,
MNT-4322,EQ-CS-3,W-34,EMERGENCY,Standard checks on Compressor Station Valve Block 3.,SCHEDULED,2026-07-03T17:21:13.789862,
MNT-4323,EQ-CS-1,W-13,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 1.,COMPLETED,2026-07-04T16:46:13.789862,2026-07-04T18:46:13.789862
MNT-4324,EQ-COB-3,W-246,CORRECTIVE,Standard checks on Coke Oven Battery Compressor 3.,SCHEDULED,2026-07-11T00:21:13.789862,
MNT-4325,EQ-CR-5,W-217,CORRECTIVE,Standard checks on Control Room Hub Extractor Fan 5.,SCHEDULED,2026-07-05T15:16:13.789862,
MNT-4326,EQ-RMH-6,W-127,PREVENTIVE,Standard checks on Raw Material Handling Preheater 6.,OVERDUE,2026-07-03T16:01:13.789862,
MNT-4327,EQ-RMH-2,W-119,PREVENTIVE,Standard checks on Raw Material Handling Valve Block 2.,COMPLETED,2026-07-03T13:46:13.789862,2026-07-03T16:46:13.789862
MNT-4328,EQ-BH-1,W-86,PREVENTIVE,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-04T11:36:13.789862,
MNT-4329,EQ-BH-4,W-174,PREVENTIVE,Standard checks on Boiler House Steam Boiler 4.,SCHEDULED,2026-07-09T02:46:13.789862,
MNT-4330,EQ-WH-5,W-239,EMERGENCY,Standard checks on Warehouse Logistics Valve Block 5.,SCHEDULED,2026-07-03T22:21:13.789862,
MNT-4331,EQ-MW-3,W-5,EMERGENCY,Standard checks on Maintenance Workshop Valve Block 3.,COMPLETED,2026-07-07T05:46:13.789862,2026-07-07T08:46:13.789862
MNT-4332,EQ-COB-2,W-45,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,OVERDUE,2026-07-04T10:11:13.789862,
MNT-4333,EQ-MW-4,W-201,CORRECTIVE,Standard checks on Maintenance Workshop Preheater 4.,OVERDUE,2026-07-06T22:26:13.789862,
MNT-4334,EQ-GS-5,W-116,EMERGENCY,Standard checks on Gas Storage Facility Valve Block 5.,SCHEDULED,2026-07-07T12:16:13.789862,
MNT-4335,EQ-BH-4,W-11,PREVENTIVE,Standard checks on Boiler House Steam Boiler 4.,COMPLETED,2026-07-10T01:51:13.789862,2026-07-10T04:51:13.789862
MNT-4336,EQ-RMH-7,W-129,CORRECTIVE,Standard checks on Raw Material Handling Turbine Generator 7.,SCHEDULED,2026-07-10T03:31:13.789862,
MNT-4337,EQ-MW-5,W-101,PREVENTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,OVERDUE,2026-07-11T14:51:13.789862,
MNT-4338,EQ-COB-3,W-25,EMERGENCY,Standard checks on Coke Oven Battery Compressor 3.,OVERDUE,2026-07-07T08:51:13.789862,
MNT-4339,EQ-UA-7,W-91,EMERGENCY,Standard checks on Utilities Area Steam Boiler 7.,COMPLETED,2026-07-07T23:21:13.789862,2026-07-08T01:21:13.789862
MNT-4340,EQ-RMH-2,W-126,EMERGENCY,Standard checks on Raw Material Handling Valve Block 2.,SCHEDULED,2026-07-09T09:16:13.789862,
MNT-4341,EQ-MW-6,W-187,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 6.,OVERDUE,2026-07-07T06:06:13.789862,
MNT-4342,EQ-WH-4,W-234,PREVENTIVE,Standard checks on Warehouse Logistics Turbine Generator 4.,SCHEDULED,2026-07-10T13:26:13.789862,
MNT-4343,EQ-COB-5,W-53,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,SCHEDULED,2026-07-07T08:56:13.789862,
MNT-4344,EQ-MW-4,W-166,PREVENTIVE,Standard checks on Maintenance Workshop Preheater 4.,COMPLETED,2026-07-03T15:46:13.789862,2026-07-03T16:46:13.789862
MNT-4345,EQ-COB-7,W-205,CORRECTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,SCHEDULED,2026-07-04T14:06:13.789862,
MNT-4346,EQ-COB-1,W-237,EMERGENCY,Standard checks on Coke Oven Battery Compressor 1.,OVERDUE,2026-07-05T19:26:13.789862,
MNT-4347,EQ-GS-6,W-171,PREVENTIVE,Standard checks on Gas Storage Facility Conveyor Belt 6.,COMPLETED,2026-07-08T04:41:13.789862,2026-07-08T05:41:13.789862
MNT-4348,EQ-CS-4,W-5,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 4.,OVERDUE,2026-07-04T18:51:13.789862,
MNT-4349,EQ-UA-2,W-185,EMERGENCY,Standard checks on Utilities Area Turbine Generator 2.,SCHEDULED,2026-07-05T11:36:13.789862,
MNT-4350,EQ-UA-5,W-196,PREVENTIVE,Standard checks on Utilities Area Extractor Fan 5.,SCHEDULED,2026-07-06T10:11:13.789862,
MNT-4351,EQ-RMH-2,W-44,CORRECTIVE,Standard checks on Raw Material Handling Valve Block 2.,OVERDUE,2026-07-09T22:26:13.789862,
MNT-4352,EQ-COB-5,W-151,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,OVERDUE,2026-07-03T13:41:13.789862,
